Placename@tr	Lead entry?	ottgaz_id	Placename@ota	Placename_2@tr	Placename_2@ota	Placename_3@tr	Placename_3@ota	Placename_4@tr	Placename_5@tr	Placename_notes@tr	Place_type	Ott_or_not	Wikidata_url	Sequence	Unit	StartDate	StartPeriod	EndDate	UnitNotes	belongsTo4	belongsTo3	belongsTo2	belongsTo1	belongsTo1_code
														2	Kaza	1881	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	 	İşkodra vilâyeti	 
Krasosorni̇	y	20123	قراسوسورنی								http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	 	 	 	 	Macaristan	 
Kratova	y	6671	قره طوه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1877	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Üsküb	Kosova vilâyeti	145
Kratova Maa Maden	y	6672	قره طوه مع معدن								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Üsküb	Üsküp eyâleti	174
Kronstad	y	20124	قرونستاد	Brasso							http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	 	 	 	 	Macaristan	 
Kroşevaç	n	1299	قروشواچ	Krouchevatz		ALACAHİSAR					http://www.geonames.org/ontology#A.ADMD			1	Sancak	 	 	 	1428-1833 arası Osmanlı hâkimiyetinde kaldı.	 	 	 	Sırp eyâleti	165
Krupa	y	1300	قروپه								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1584	http://n2t.net/ark:/99152/p0pf2qbb9h8	1865	 	 	 	 	Bosna eyâleti	113
														2	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1878	 	 	 	Hersek	Bosna vilâyeti	 
														3	Kaza merkezi	1881	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Akçahisar	Dıraç	İşkodra vilâyeti	 
Ksanad	y	20125	قساناد								http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	 	 	 	 	Macaristan	 
Ksendi̇re	y	6673	کسنديره	Kassandra		Poliyiros					http://www.geonames.org/ontology#A.ADMD			1	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1913	 	 	 	Selânik	Selânik vilâyeti	163
														2	Kaza	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	Selânik	Yunanistan	 
Ksongrad	y	20126	قسونغراد								http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	 	 	 	 	Macaristan	 
Kuban	y	20127	قوبان	Yekaterinodar							http://www.geonames.org/ontology#A.ADMD	Not		1	Eyâlet	 	 	 	 	 	 	Kafkasya	Rusya	 
Kubbe	y	6674	قبه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Derne	Bingazi	Libya	 
Kube	y	6675	قبه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	Beşiri	Diyarbakır	Diyarbakır vilâyeti	121
Küçükardahan	y	1301	کوچک آردهان	Ardahan-ı Kuçek							http://www.geonames.org/ontology#A.ADMD			1	Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1830	 	 	 	 	Kars eyâleti	140
														2	Sancak	1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	 	 	 	 	 	Çıldır eyâleti	 
Küçükbahçe	y	6676	کوچک بغجه	Denizgiren							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Karaburun	İzmir	 
Küçükçekmece	y	1302	کوچک چکمجه								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	 	Edirne eyâleti	122
														2	Kaza	 	 	1878	 	 	 	Nevâhi-i Erbaa	Edirne eyâleti	 
														3	Kaza	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	1909	 	 	 	 	Şehremâneti	 
														4	Kaza	1909	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	 	İstanbul	 
Küçükdere	y	10968	کوچک دره	Küçükgorgor							http://www.geonames.org/ontology#P.PPLG			1	Köy	 	 	 	 	 	Karadere	Sürmene	Trabzon	 
														2	Nahiye	 	 	 	 	 	 	Sürmene	Trabzon	 
Küçükkaynarca	y	8001	کوچک قينارجه											1	Köy	 	 	 	Dobruca’da Silistre kentinin güney doğusundadır. Ruslarla 1774 Küçükkaynarca Antlaşması burada yapıldı.	 	 	Silistre	Bulgaristan	 
Küçükkuyu	y	15432	کوچک قيو								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1924	Turkish Republic	1928	 	 	 	Ezine	Çanakkale	 
														2	Nahiye	1928	Turkish Republic	 	 	 	 	Ayvacık	Çanakkale	 
Küçüksu	y	6677	کوچک صو	Kotum							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Tatvan	Bitlis	 
Küçükvi̇ran	y	6678	کوچک ويران								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1919	 	 	Eğridere	Gümülcine	Edirne vilâyeti	122
														2	Nahiye	1919	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	Eğridere	Gümülcine	Yunanistan	 
Kudüs	y	232	قدس	Kuds-i Şerif							http://www.geonames.org/ontology#A.ADMD			1	Sancak	1517	http://n2t.net/ark:/99152/p0pf2qbznht	1520	 	 	 	 	Arap vilâyeti	103
														2	Sancak	1520	http://n2t.net/ark:/99152/p0pf2qb689b	1830	 	 	 	 	Şam eyâleti	 
														3	Sancak	1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	1840	 	 	 	 	Mısır yönetimi	 
														4	Sancak	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1854	 	 	 	 	Sayda eyâleti	 
														5	Eyâlet	1854	http://n2t.net/ark:/99152/p0pf2qb8jmh	1855	 	 	 	 	Kuds-i Şerif eyâleti	 
														6	Sancak	1856	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	 	Sayda eyâleti	 
														7	Sancak	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1874	 	 	 	 	Suriye vilâyeti	 
														8	Müstakil sancak	1874	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	 	Kuds-i Şerif sancağı	 
Küfe	y	6679	کوفه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Necef	Kerbelâ	Bağdad vilâyeti	106
Küfre	y	10969	کفره								http://www.geonames.org/ontology#P.PPLG			1	Kaza merkezi	1884	http://n2t.net/ark:/99152/p0pf2qbx98x	1924	 	 	Şirvan	Siirt	Bitlis vilâyeti	110
														2	Kaza merkezi	1924	Turkish Republic	 	 	 	 	Şirvan	Siirt	 
Kûh	y	6680	کوه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1919	 	 	Sultanyeri	Gümülcine	Edirne vilâyeti	122
														2	Nahiye	1919	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	Sultanyeri	Gümülcine	Yunanistan	 
Kûh-i̇ Karakuş	y	6681	کوه قره قوش								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Köylerinin çoğu şimdi Erbaa bölgesinde	 	Niksar	Sonisa-Niksar	Rum eyâleti	155
Kula	y	6682	قوله								http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1866	 	 	 	Kütahya	Anadolu eyâleti	101
														2	Kaza	1866	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	 	Saruhan	Aydın vilâyeti	 
														3	Kaza	1924	Turkish Republic	 	 	 	 	 	Manisa	 
Kulaboş	y	1303	قولابوش								http://www.geonames.org/ontology#A.ADMD			1	Sancak	1552	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	 	 	Tımışvar eyâleti	169
Kuleli̇bergos	y	6683	قله لی برغوس								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1919	 	 	Dimetoka	Edirne	Edirne vilâyeti	122
														2	Nahiye	1919	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	 	Dimetoka	Yunanistan	 
Kulp	y	1304	قولب	Pasor							http://www.geonames.org/ontology#P.PPLG			1	Sancak	1520	http://n2t.net/ark:/99152/p0pf2qb689b	1830	 	 	 	 	Diyarbakır eyâleti	121
														2	Nahiye	1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	1867	 	 	Merkez	Âmid	Diyarbakır eyâleti	 
														3	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1878	 	 	 	Diyarbakır	Diyarbakır vilâyeti	 
														4	Kaza	1878	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Genç	Bitlis	 
														5	Kaza	 	 	 	 	 	 	 	Diyarbakır	 
Kulu	y	8002	قولو											1	Köy	 	 	1954	 	 	Merkez	Cihanbeyli	Konya	 
														2	Kaza	1954	Turkish Republic	 	 	 	 	 	Konya	 
Kuluncak	y	15433	قولينجق	Ayvalı							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1924	Turkish Republic	1934	 	 	 	Darende	Sivas	 
														2	Nahiye	1934	Turkish Republic	~1990	 	 	 	Darende	Malatya	 
														3	Kaza	~1990	Turkish Republic	 	 	 	 	 	Malatya	 
Kumarözü	y	6684	قومار اوزی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Kırşehir	Bozok	Zülkadriye eyâleti	183
Kumdanlı	y	6685	قومدانلی	Hoyran	خويران						http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Yalvaç	Hamid	Konya vilâyeti	144
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Yalvaç	Isparta	 
Kümeyt	y	6686	کميت								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	 	 	 	İmadiye	İmadiye	Bağdad eyâleti	106
Kumkale	y	10970	قوم قلعه								http://www.geonames.org/ontology#P.PPLG			1	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1886	 	 	 	Biga	Hudavendigâr eyâleti	133
														2	Kasaba	1886	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	İntepe	Kale-i Sultaniye	Biga	 
														3	Köy	 	 	 	 	 	İntepe	Merkez	Çanakkale	 
Kumlu	y	15434	قوملی	Hamam							http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	 	 	~1990	 	 	 	Reyhanlı	Hatay	 
														2	Kaza	~1990	Turkish Republic	 	 	 	 	 	Hatay	 
Kumluca	y	15435	قومليجه								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1944	Turkish Republic	1991	 	 	 	Ulus	Zonguldak	 
														2	Nahiye	1991	Turkish Republic	 	 	 	 	Ulus	Bartın	 
Kumluca	y	10971	قومليجه	İğdir		Sarıkavak					http://www.geonames.org/ontology#P.PPLG			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1846	 	 	Merkez	Teke	Anadolu eyâleti	101
														2	Kaza	1846	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	Teke	Karaman eyâleti	 
														3	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1914	 	 	Merkez	Teke	Konya vilâyeti	 
														4	Nahiye	1914	http://n2t.net/ark:/99152/p0pf2qb3rtq	1958	 	 	 	Finike	Teke sancağı	 
														5	Kaza	1958	Turkish Republic	 	İlk dönemde Kardiç=Kemer ile birlikte kaza idi.)	 	 	 	Antalya	 
Kumru	y	6687	قومری	Karaçalı							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	1960	 	 	 	Fatsa	Ordu	 
														2	Kaza	1960	Turkish Republic	 	 	 	 	 	Ordu	 
Kuneyti̇re	y	513	قنيطره	El-Kuneytire							http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q576368	1	Sancak merkezi	1859	http://n2t.net/ark:/99152/p0pf2qb8jmh	1863	 	 	 	Golan	Şam eyâleti	159
														2	Kaza	1863	http://n2t.net/ark:/99152/p0pf2qbtdts	1865	 	 	 	Şam	Şam eyâleti	 
														3	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Havran	Suriye vilâyeti	 
Kunfuda	y	6688	قنفده								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	Asir’in iskelesi	 	 	Asir	Yemen vilâyeti	181
Küplü	y	10972	کوپلی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Merkez	Ertuğrul	Hudavendigâr	 
														2	Nahiye	1924	Turkish Republic	 	 	 	 	Merkez	Bilecik	 
Küplü	y	6689	کوپلی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Meriç	Edirne	 
Kurâ-yı Cedi̇d	y	10973	قرای جديد								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1919	 	 	Merkez	Gümülcine	Edirne	 
														2	Nahiye	1919	http://n2t.net/ark:/99152/p0pf2qbw2zt	 	 	 	Merkez	Gümülcine	Yunanistan	 
Kürd	y	10975	کورد								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Merkez	Teke	Anadolu eyâleti	101
Kürdelan Maa Şat	y	6690	کردلان مع شاط								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1849	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Basra	Bağdad maa Şehrizor eyâleti	107
Kürdeşe	y	15179	کورتشه								http://www.geonames.org/ontology#P.PPLG	Republic of Turkey		1	Nahiye merkezi	1924	Turkish Republic	 	 	 	Kuzyaka	Merkez	Kastamonu	 
Kürdi	n	10976	کردی	Herki		MEŞELİK					http://www.geonames.org/ontology#P.PPLG			1	Nahiye	1882	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	Şemdinan	Hakkâri	Van vilâyeti	175
														2	Köy	 	 	 	 	 	Merkez	Şemdinli	Hakkâri	 
Kürdi̇ Maa Çınare	y	6691	کردی مع چناره								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1830	http://n2t.net/ark:/99152/p0pf2qbzg6v	 	 	 	Köysancak	Kerkük	Bağdad maa Şehrizor eyâleti	107
Küre	y	6692	کوره	Küre-i nühas		Bakırküresi				Bölgede bulunan “Küre-i hadid” gibi diğer kürelerden ayırmak için (Küre-i nühas” veya “Bakırküresi” adları verilmiştir.)	http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1841	 	 	İnebolu	Kastamonu	Kastamonu eyâleti	141
														2	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	1865	 	 	 	Kastamonu	Kastamonu eyâleti	 
														3	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Kastamonu	Kastamonu vilâyeti	 
														4	Nahiye	 	 	1926	 	 	 	Kastamonu	Kastamonu vilâyeti	 
														5	Kaza	1926	Turkish Republic	 	 	 	 	 	Kastamonu	 
Küre	y	6693	کوره								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1856	http://n2t.net/ark:/99152/p0pf2qb8jmh	1861	 	 	 	Cebel-i Lübnan	Sayda eyâleti	160
														2	Kaza	1861	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	 	Cebel-i Lübnan sancağı	 
Küre	y	6694	کوره								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1847	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Trablusşam	Sayda eyâleti	160
Küre	y	6695	کوره								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Aclun	Havran	Suriye vilâyeti	168
Küre-i Hadîd	n	6696	کورهء حديد	DEMİRLİ							http://www.geonames.org/ontology#A.ADMD			1	Kaza	1841	http://n2t.net/ark:/99152/p0pf2qb8jmh	 	 	 	 	Kastamonu	Kastamonu eyâleti	141
														2	Köy	 	 	 	 	 	İğdir	Araç	Kastamonu	 
Küre-i̇ Şi̇mali̇ye	y	6697	کورهء شماليه								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1861	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Zahle	Cebel-i Lübnan sancağı	 
Küre-i̇ Vüsta	y	6698	کورهء وسطی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1861	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	 	Zahle	Cebel-i Lübnan sancağı	 
Küre-i̇ Yeni̇şehi̇r	y	6699	کورهء يکی شهر								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1811	http://n2t.net/ark:/99152/p0pf2qbzg6v	 	 	 	 	Denizli	Aydın eyâleti	104
Küreci̇k	y	6700	کوره جک	Kepez							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Akçadağ	Malatya	 
Kureybe	y	8003	قريبه											1	Kasaba	 	 	 	 	 	 	 	Hadramut	 
Kureyş	y	6701	قريش							Eskil kazası bölgesinde cemaat adı.	http://www.geonames.org/ontology#A.ADMD			1	Kaza	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	 	Konya	Karaman eyâleti	139
Kürkçü	y	10977	کورکجی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye merkezi	 	 	 	 	 	Sarıkavak	Mut	İçel	 
Kurna	y	6702	قورنه								http://www.geonames.org/ontology#A.ADMD			1	Kaza	1884	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Basra	Basra vilâyeti	108
Kurşunlu	y	6703	قورشونلی	Karacaviran	قره جه ويران						http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1849	 	 	 	Kengırı	Anadolu eyâleti	101
														2	Kaza	1849	http://n2t.net/ark:/99152/p0pf2qb8jmh	1882	 	 	 	Kengırı	Bozok eyâleti	 
														3	Nahiye	1882	http://n2t.net/ark:/99152/p0pf2qbx98x	1912	 	 	Çerkeş	Kengırı	Kastamonu vilâyeti	 
														4	Nahiye	1912	http://n2t.net/ark:/99152/p0pf2qb3rtq	1944	 	 	 	Ilgaz	Kastamonu vilâyeti	 
														5	Kaza	1944	Turkish Republic	 	 	 	 	 	Çankırı	 
Kurşunlu	y	6704	قورشونلی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Hekimhan	Malatya	 
Kurşunlu	y	6705	قورشونلی	Koyrchounlie							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Berlin Kongresiyle Sırbistan’a verildi	 	 	 	Sırbistan	 
Kurtalan	y	6706	قورد آلان	Mısrıç							http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	1938’de Garzan’ın adı ve Merkezi değiştirilerek yapıldı.	 	 	 	Siirt	 
Kurthasanlı	y	6707	قورد حسنلی								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Kadınhanı	Konya	 
Kurtkale	y	15436	قورد قلعه								http://www.geonames.org/ontology#A.ADMD	Republic of Turkey		1	Nahiye	1926	Turkish Republic	1992	 	 	 	Çıldır	Kars	 
														2	Nahiye	1992	Turkish Republic	 	 	 	 	Çıldır	Ardahan	 
Kurtkulağı	y	8004	قورد قلاغی											1	Kasaba	 	 	 	 	 	Merkez	Ceyhan	Adana	 
Kurtöküzü	y	10978	قورد اوکوزی								http://www.geonames.org/ontology#P.PPLG			1	Nahiye	 	 	 	Karlıova merkez bucağı bölgesinde idi.	 	Merkez	Kiğı	Diyarbakır eyâleti	121
Kürtün	y	6708	کورتون	Cayra		Uluköy				Yeni merkezi “Uluköy”dür. Eski merkez olan Cayra “.zkürtün” adıyla ayrı bir kasaba oldu.	http://www.geonames.org/ontology#A.ADMD			1	Kaza	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	17. yy.	 	 	 	Trabzon	Rum eyâleti	155
														2	Kaza	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	1868	 	 	 	Gümüşhane	Trabzon eyâleti	 
														3	Nahiye	1868	http://n2t.net/ark:/99152/p0pf2qbtdts	1924	 	 	Torul	Gümüşhane	Trabzon vilâyeti	 
														4	Nahiye	1924	Turkish Republic	~1990	 	 	 	Torul	Gümüşhane	 
														5	Kaza	~1990	Turkish Republic	 	 	 	 	 	Gümüşhane	 
Kurucaşi̇le	y	6709	قوريجه شيله								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	1957	 	 	 	Bartın	Zonguldak	 
														2	Kaza	1957	Turkish Republic	1991	 	 	 	 	Zonguldak	 
														3	Kaza	1991	Turkish Republic	 	 	 	 	 	Bartın	 
Kurucavi̇ran	y	6710	قوريجه ويران								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1913	 	 	Kırcaali	Edirne	Edirne vilâyeti	122
														2	Nahiye	1913	http://n2t.net/ark:/99152/p0pf2qb3rtq	 	 	 	 	Kırcaali	Bulgaristan	 
Kuruçay	y	10979	قوری چای	Hasanova							http://www.geonames.org/ontology#P.PPLG			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Merkez	Kemah	Rum eyâleti	155
														2	Kaza	 	 	1865	 	 	 	Dersim	Erzurum eyâleti	 
														3	Kaza	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	1938	 	 	 	Erzincan	Erzurum vilâyeti	 
														4	Nahiye	1938	Turkish Republic	 	 	 	 	İliç	Erzincan	 
Kurupınar	y	6711	قوری پيکار								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	 	 	 	Maraş	Maraş	Zülkadriye eyâleti	183
Kurzola	y	8005	قورزوله											1	Ada	 	 	 	Adriyatik denizinde	 	 	 	Dalmaçya	 
Kus	y	6712	قوص								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	 	 	 	Kına	Mısır hidiviyeti	 
Kuşadası	y	6713	قوش آطه سی	İne							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	~1573	 	 	Ayasluğ	Aydın	Anadolu eyâleti	101
														2	Kaza	~1573	http://n2t.net/ark:/99152/p0pf2qb8jrp	1867	 	 	 	Sığla	Kaptanpaşa eyâleti	 
														3	Kaza	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1954	 	 	 	İzmir	Aydın vilâyeti	 
														4	Kaza	1954	Turkish Republic	 	 	 	 	 	Aydın	 
Küşaf	y	1305	کشاف								http://www.geonames.org/ontology#A.ADMD			1	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	 	 	 	 	 	Şehrizor eyâleti	161
Kusayr	y	1306	قصير								http://www.geonames.org/ontology#A.ADMD			1	Sancak	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1876	 	 	 	 	Habeş eyâleti	128
														2	Kaza	1876	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Kına	Mısır eyâleti	 
														3	Sancak	 	 	1896	 	 	 	 	Mısır eyâleti	 
														4	Kaza	1896	http://n2t.net/ark:/99152/p0pf2qbx98x	 	 	 	 	Kına	Mısır	 
Kusayr	y	6714	قصير								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	1517	http://n2t.net/ark:/99152/p0pf2qbznht	16. yy.	 	 	 	Halep	Arap vilâyeti	103
														2	Kaza	16. yy.	http://n2t.net/ark:/99152/p0pf2qb689b	1865	 	 	 	Halep	Halep eyâleti	 
														3	Nahiye	1865	http://n2t.net/ark:/99152/p0pf2qbtdts	 	 	 	Antakya	Halep	Halep vilâyeti	 
														4	Bölge	 	 	 	Nur dağında Kusayr yaylâsı.	 	 	Hassa	Hatay	 
Kusayr	y	6715	قصير								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	Humus	Hama	Suriye vilâyeti	168
Kuşçuceri̇di̇	y	6716	قوشجی جريدی								http://www.geonames.org/ontology#A.ADMD			1	Kaza	 	 	 	Lağvedilmiş, köylerinden “Evri” Narlı bucağında, Şarkaya ve Yamaçoba Gaziantep’e bağlıdır.	 	 	Maraş	Adana eyâleti	100
Kuşkayası	n	6717	قوش قياسی	AKPINAR							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Kangal	Sivas	 
Kuşsarayı	y	6718	قوش سرايی	İzolu		Bekirhüseyin					http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	 	 	 	Baskil	Elâzığ	 
Kuştaş	y	6719	قوش طاش	Üçtaş							http://www.geonames.org/ontology#A.ADMD			1	Nahiye	 	 	 	Zile'’nin İğdir bucağı bölgesinde	 	Zile	Sivas-Tokat	Rum eyâleti	155
Kuştemür	y	6720	قوشتمور								http://www.geonames.org/ontology#A.ADMD			1	Nahiye	~1530	http://n2t.net/ark:/99152/p0pf2qb689b	1608	 	 	 	Tarsus	Arap vilâyeti	103
														2	Nahiye	1608	http://n2t.net/ark:/99152/p0pf2qbv3zv	 	 	 	 	Tarsus	Adana eyâleti	 
Kütahya	y	179	کوتاهيه	Germiyan	کرميان						http://www.geonames.org/ontology#A.ADMD			1	Sancak	1429	http://n2t.net/ark:/99152/p0pf2qbkv24	1842	 	 	 	 	Anadolu eyâleti	101
														2	Sancak	1842	http://n2t.net/ark:/99152/p0pf2qb8jmh	1867	 	 	 	 	Hudavendigâr eyâleti	 
														3	Sancak	1867	http://n2t.net/ark:/99152/p0pf2qbtdts	1918	 	 	 	Hudavendigâr vilâyeti	 	 
														4	Müstakil sancak	1918	http://n2t.net/ark:/99152/p0pf2qbw2zt	1924	 	 	 	 	Kütahya sancağı	 
														5	Vilâyet	1924	Turkish Republic	 	 	 	 	 	Kütahya	 
Kütahya	y	610	کوتاهيه	Germiyan	کرميان						http://www.geonames.org/ontology#P.PPLG		https://www.wikidata.org/wiki/Q188894	1	Eyâlet merkezi	1461	http://n2t.net/ark:/99152/p0pf2qbcrrw	 	 	 	 	 	Anadolu eyâleti	101
Kutayi̇s	y	233	قوتاييس								http://www.geonames.org/ontology#A.ADMD		https://www.wikidata.org/wiki/Q172415	1	Sancak	17. yy.	http://n2t.net/ark:/99152/p0pf2qbk5vq	~1804	 	 	 	 	Çıldır eyâleti	119
														2	Eyâlet merkezi	~1804	http://n2t.net/ark:/99152/p0pf2qbt989	1810	 	 	 	 	Abhaz eyâleti	 
