key-name	alt-name	Reference
Bakır nehri, Gördek n., Gördek kz., Saruhan l. Anadolu vt.	Çandır nehri	
Çukuryer zm., Kayseriye n., Kayseriye kz., Kayseriye l., Karaman vt.	Çandır zm.	
Kengırı	Çankırı	
Aygırağıl mz., Kenar-ı Irmak n., Kayseriye kz., Kayseriye l., Karaman vt.	Çaput mz.	
Çarnık k., Onikidivan kz., Bolu l., Anadolu vt.	Çarbend k.	
İnce k., Balya kz., Biga l., Anadolu vt.	Çardak k.	
Osmanoluğu mz., Mağara n., Kars kz., Maraş l., Zülkadriye vt.	Çardak mz.	
Hundihatun md., Aksaray kz., Aksaray l., Karaman vt.	Çardakmescid md.	
Hızırbeyili, Bolu l., Anadolu vt.	Çarşanba	
Çarşı	Çarşu	
Hozkeş mz., Kiğı n., Kiğı kz., Kiğı l., Diyarbakır vt.	Çaruki mz.	
Usanili k., Ulubad n., Mihaliç kz., Hudavendigar l., Anadolu vt.	Çaşnigir k.	
Çatşeyh k., Şücaüddin n., Anduğu kz., Niğde l., Karaman vt.	Çat k.	
Mevrük k., Taraklıborlu/Borlu kz., Bolu l., Anadolu vt.	Çatak k.	
Yörükanyurdu k., Hınıs n., Hınıs kz., Hınıs l., Erzurum vt.	Çatak k.	
Dizdaryeri mz., Uluborlu kz., Hamid l., Anadolu vt.	Çatakoğlu mz.	
Sarıca k., Mihaliç kz., Hudavendigar l., Anadolu vt.	Çatalağıl k.	
Sarıcaova k., Sındırgı n., Bigadiç kz., Karesi l., Anadolu vt.	Çavdar k.	
Virantaht k., Bozöyük kz., Menteşe l., Anadolu vt.	Çavdır k.	
Dereköy k., Çan kz., Biga l., Anadolu vt.	Çavuş k.	
Kethüda m., Karahisar nf., Karahisar kz., Karahisar-ı Sahib l., Anadolu vt.	Çavuş m	
Çeşme m., Borlu nf., Taraklıborlu/Borlu kz., Bolu l., Anadolu vt.	Çavuş m.	
Ilgunözü mz., Ankara kz., Ankara l., Anadolu vt.	Çavuşlu mz.	
Güney k., Eğirdür kz., Hamid l., Anadolu vt.	Çay k.	TD 438/303
Koyluca-i Kebir k., Ada kz., Kocaeli l., Anadolu vt.	Çaybaşı k.	
Hacıbaba mz., İnegöl kz., Hudavendigar l., Anadolu vt.	Çayır mz.	
Pınarbaşı nehri, Honaz kz., Kütahya l., Anadolu vt.	Çayırlı nehri	
Kınıkviranı mz., Sivas kz., Sivas-Tokat l., Rum vt. 341	Çayıviranı mz.	
Çakılköy k., Mudurnu kz., Bolu l., Anadolu vt.	Çayköy k.	
Çay k., Cebel-i Erciyes n., Kayseriye kz., Kayseriye l., Karaman vt.	Çaysakar k.	
Erbey mz., Göğersülek k., Çorumlu kz., Çorumlu l., Rum vt.	Çebik mz.	
Karacakaya k., Şuhud n., Şuhud kz., Karahisar-ı Sahib l., Anadolu vt. 342	Çebli k.	
Çarşanba	Çeharşenbe	
Sahibyüzü k., Çeşme kz., Aydın l., Anadolu vt.	Çeharyek k.	
Akköy k., Gürle n., İzrik kz., Kocaeli l., Anadolu vt.	Çeltükçi k.	
Kabakoz k., İznikmid kz., Kocaeli l., Anadolu vt.	Çeltükçü k.	
Gemenos mz., Gülnos n., Samsun kz., Canik l., Rum vt.	Çengellü mz.	
Ağaç k., Giresin n., İvrindi kz., Karesi l., Anadolu vt.	Çepni k.	
Darıöyüğü mz., Aksaray kz., Aksaray l., Karaman vt.	Çercihızıröyüğü mz.	
Deyr-i Toma mz., Altunözü n., Antakya kz., Haleb l., Arab vt.	Çerçilü mz.	
Üreğirsaray k., Simre-i Taşan n., Kedeğra kz., Canik l., Rum vt.	Çerçinan k.	
Durakçiftlik k., Şile kz., Kocaeli l., Anadolu vt.	Çeribaşı k.	
Üsküdarlı k., Kandıra kz., Kocaeli l., Anadolu vt. 349	Çerkeşli k.	
Azizler k., Balıkesri kz., Karesi l., Anadolu vt.	Çerkez k.	
Çetükviranı mz., Bozabad n., Ruha kz., Ruha l., Diyarbakır vt.	Çetükkalesi mz.	
Konuş mz., Çerkeş kz., Kengırı l., Anadolu vt.	Çıkrıkçılar mz.	
Burc mz., Ank n., Rumkale kz., Birecik l., Arab vt.	Çınar mz.	
Gerdemiye k., Sındırgı n., Bigadiç kz., Karesi l., Anadolu vt.	Çınarcık k.	
Bozcadepe mz., Bucak n., Canik-i Bayram kz., Canik l., Rum vt.	Çınarlı mz.	
Receb mz., Pağnik n., Kahta kz., Gerger l., Rum vt.	Çıplak mz.	
Kebkebir md., Ankara nf., Ankara kz., Ankara l., Anadolu vt.	Çırabazarı md.	
Aluç k., Komanat n., Tokat kz., Sivas-Tokat l., Rum vt.	Çiftlik k.	
Çiftlik-i Hassa k., Larende kz., Larende l., Karaman vt.	Çiftlik k.	
Ilıca k., Emlak divanı, Çorumlu kz., Çorumlu l., Rum vt.	Çiftlik k.	
İrke k., Kazabad n., Tokat kz., Sivas-Tokat l., Rum vt.	Çiftlik k.	
Eğrigec mz., Sivas kz., Sivas-Tokat l., Rum vt.	Çiftlik mz.	
Akarca mz., Karadere n., Bozok kz., Bozok l., Zülkadriye vt.	Çiftlik-i Nazarbey mz.	
Şınsun mz., Ayntab n., Ayntab kz., Ayntab l., Arab vt.	Çinçun mz.	
Çöteğan mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Çintiğan mz.	
Boynuzviranı k., Karataş kz., İçil l., Karaman vt.	Çiriş k.	
Bıçkıcı mz., Karaisalı kz,. Adana l., Çukurabad, Arab vt.	Çirişalanı mz.	
Ahmedbeyili k., Biga kz., Biga l., Anadolu vt.	Çirkinçavuş k.	
Hadrek k., Üzeyr n., Üzeyr kz., Üzeyr l., Çukurabad, Arab vt.	Çobanlı k.	
Tel Mina k., Menbic n., Haleb kz., Haleb l., Arab vt.	Çobanöyüğü k.	
Karaviran mz., Sultanpınarı, Karahisar-ı Behramşah n., Zile kz., Sivas-Tokat l., Rum vt.	Çobantepesi mz.	
Bey k., Adala n., Adala kz., Saruhan l. Anadolu vt.	Çokallı k.	
Andik k., Kiğı n., Kiğı kz., Kiğı l., Diyarbakır vt.	Çomak k.	
Yasin k., Nurhak n., Elbistan kz., Maraş l., Zülkadriye vt.	Çomakbazarı k.	
Hazinedar hamamı, Kastamonu nf., Kastamonu kz., Kastamonu l., Anadolu vt.	Çomakbey hamamı	
Kalamis k., Kelkid n., Kelkid kz., Bayburd l., Rum vt.	Çonyaz k.	
Pernavit mz., Kusun kz., Tarsus l., Çukurabad, Arab vt.	Çoraklı mz.	
Eğrice k., Ayntab n., Ayntab kz., Ayntab l., Arab vt.	Çormurad k.	
Çorumlu, Çorumlu kz., Çorumlu l., Rum vt.	Çorum	
Divan-ı Çorumlu, Çorumlu kz., Çorumlu l., Rum vt.	Çorumlu divanı	
Çören k., Satılmış kz., Canik l., Rum vt.	Çotalu k.	
Kocaviranı mz., Cülab n., Ruha kz., Ruha l., Diyarbakır vt.	Çöksiyeviran mz.	
Kerdime k., Gördek n., Gördek kz., Saruhan l. Anadolu vt.	Çölmekçi k.	
Dafnunda m., Trabzon nf., Trabzon kz., Trabzon l., Rum vt.	Çömlekçi m.	
Pirhavend zv., Tokat nf., Tokat kz., Sivas-Tokat l., Rum vt.	Çöreğibüyük zv.	
Direkliviranı mz., Çörmüşeközü n., Zamantu kz., Maraş l., Zülkadriye vt.	Çörmüşekviranı mz.	
Çukalı divanı, Konurapa kz., Bolu l., Anadolu vt.	Çuhalı divanı	
Çukuruğurmak n., Bitlis l., Van vt.	Çukur n.	TD 413/160
Çalova/Mevran/k., Balya kz., Biga l., Anadolu vt.	Çukurcaklı k.	
Fakralar k., Sahra-yı Konya n., Konya kz., Konya l., Karaman vt.	Çukurköy k.	
Karamustafalı mz., Tarsus kz., Tarsus l., Çukurabad, Arab vt.	Çukurköy mz.	
Hocaşeref m., Bursa nf., Bursa n., Bursa kz., Hudavendigar l., Anadolu vt.	Çukurmescid m.	
Bahşiler k., Manyan n., Gülnar kz., İçil l., Karaman vt.	Çukursay k.	
Mekteb çiftlik, Yeşil k., Kalınviran n., Kütahya kz., Kütahya l., Anadolu vt.	Çullu	
Karaçay nehri, Kınık kz,. Adana l., Çukurabad, Arab vt.	Çuşkeb nehri	
Aydoğdu k., Balya kz., Biga l., Anadolu vt. 375	Çuvallı k.	
Karademirci k., Gedik n., Bozok kz., Bozok l., Zülkadriye vt.	Dabılgalık k.	
Söğütlü mz., Hınıs n., Hınıs kz., Hınıs l., Erzurum vt.	Dağdağan mz.	
Karalgazi/Karailgazicebel k., Kaş n., Larende kz., Larende l., Karaman vt.	Dağkarailgazi k.	
Çakırca k., İznik kz., Kocaeli l., Anadolu vt. 378	Dağviran k.	
Küfeyr mz., Bab n., Haleb kz., Haleb l., Arab vt.	Dahil-i Baş mz.	
Deyr-i İbrahim mz., Ravendan n., Haleb kz., Haleb l., Arab vt.	Dahil-i İbrahim mz.	
Dere k., Nif kz., Saruhan l. Anadolu vt.	Dalyanlu k.	
Cercu mz., Karaisalu kz,. Adana l., Çukurabad, Arab vt.	Damla mz.	
Delik mz., Damsa k., Ürgüb kz., Niğde l., Karaman vt.	Damsabaşı mz.	
Söğükcük mz., Malya n., Kayseriye kz., Kayseriye l., Karaman vt.	Danakıran mz.	
Todırsünk k., Bayburd kz., Bayburd l., Rum vt.	Danişmendlerkendi k.	
Çaltılı k., Bigadiç kz., Karesi l., Anadolu vt.	Danişmendli k.	
Kadı k., Çan kz., Biga l., Anadolu vt.	Danişmendli k.	
Karacarahman k., Kandıra kz., Kocaeli l., Anadolu vt.	Danişmendoğlu k.	
Çeharsuk m., Musul nf., Musul n., Musul kz., Musul l., Diyarbakır vt.	Dar-ı Hacıahmed m.	
Eceköy k., Biga kz., Biga l., Anadolu vt.	Darlık k.	
Darı	Daru	
Mescid-i Bazarlubey m., Tokat nf., Tokat kz., Sivas-Tokat l., Rum vt.	Darulhadis m.	
Daretü'l-İzze k., Cebel-i Seman n., Haleb kz., Haleb l., Arab vt.	Daru'l-İzze k.	
Taş	Daş	
Kızılkilise k., Güzelhisar kz., Saruhan l. Anadolu vt.	Davuddede k.	
Müsellemkutluoğlu mz., Bilice k., Kırhisar n., Karahisar kz., Karahisar-ı Sahib l., Anadolu vt.	Davulcuöyüğü mz.	
Kayak k., Eskiil kz., Konya l., Karaman vt.	Dayinler k.	
Debbağan m., Kayseriye nf., Kayseriye kz., Kayseriye l., Karaman vt.	Debbağin m.	
Debbağlar m., Balıkesri nf., Balıkesri kz., Karesi l., Anadolu vt.	Dedehoca m.	
Çepni mz., Suruc n., Birecik l., Arab vt.	Defne mz.	
Sarıoğlan k., Hınzırı ve Gömülgün n., Zamantu kz., Maraş l., Zülkadriye vt.	Değek k.	
Tepecik k., Bergama kz., Hudavendigar l., Anadolu vt.	Değirmenciler k.	
Virantepe k., Karataş kz., İçil l., Karaman vt.	Değirmenciler k.	
Virantepe k., Karataş kz., İçil l., Karaman vt.	Değirmenciler k.	
Emirgazilü k., Ayasulug kz., Aydın l., Anadolu vt.	Değirmenderesi k.	
Karacadağ k., İzmir kz., Aydın l., Anadolu vt.	Değirmenderesi k.	
Bikşid m., Trabzon nf., Trabzon kz., Trabzon l., Rum vt.	Değirmenderesi m.	
Dilküçayı mz., Budaközü n., Karahisar-ı Demirli kz., Çorumlu l., Rum vt.	Deliklükaya mz.	
Sipsagun mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt. 394	Deliklükaya mz.	
Şekerhasan k., Kanak-ı Bala n., Bozok kz., Bozok l., Zülkadriye vt.	Delimahmud k.	
Timur	Demir	
Sırçalı md., Konya nf., Konya kz., Konya l., Karaman vt.	Demircihacı md.	
Kızılcaviran k., Sivas kz., Sivas-Tokat l., Rum vt.	Demircilik k.	
Turanza cebeli, Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Demirderesi cebeli	
Geçkinos k., Bursan n., Bursa kz., Hudavendigar l., Anadolu vt.	Demirkapı k.	
Şaphaneköprücüğü karye, Eğrigöz/Eğrigöz ve Simav kz., Kütahya l., Anadolu vt.	Demirli k.	
Ayazma mz., Hatunsarayı n., Konya kz., Konya l., Karaman vt.	Deniş mz.	
Karaağaç-ı Gölhisar b., Karaağaç-ı Gölhisar kz., Hamid l., Anadolu vt.	Denizlikaraağacı b.	
Tepe	Depe	
Keberum mz., Cebel-i Akra n., Antakya kz., Haleb l., Arab vt.	Depedurun mz.	
Meşhedlü k., Bulanık n., Hınıs kz., Hınıs l., Erzurum vt.	Depeli k.	
Şahma k., Çine kz., Menteşe l., Anadolu vt.	Dere k.	
Uluviran k., Beybazarı kz., Hudavendigar l., Anadolu vt.	Derecik k.	
Kulağuzlu k., Sultanhisarı kz., Aydın l., Anadolu vt.	Dereköy k.	
Küreci k., Çan kz., Biga l., Anadolu vt.	Dereli k.	
Nayibkendi mz., Berendi kz. Adana l., Çukurabad, Arab vt.	Dereli mz.	
Terfilabad çr., Sahra-yı Konya n., Konya kz., Konya l., Karaman vt.	Derfilabad çr.	
Meydan mz., Menbic n., Haleb kz., Haleb l., Arab vt.	Derhala mz.	
Migod k., Tercil n., Amid l., Diyarbakır vt.	Derviş k.	
Frenk k., Çatalbergos kz., Biga l., Anadolu vt.	Dervişmehmed k.	
Selmanfakih mahalle, Uşak nf., Uşak kz., Kütahya l., Anadolu vt.	Dervişmehmed m.	
Dervişmustafa zv., Sırıstad k., Bozkır n., Seydişehri kz., Beyşehri l., Karaman vt.	Dervişmusa zv.	
Selim mz., Aynülarus n., Elbistan kz., Maraş l., Zülkadriye vt. 408	Derzi mz.	
Yaralı k., Kırşehri n., Kırşehri kz., Bozok l., Zülkadriye vt.	Derzihalil k.	
Daşdiğin	Deşdiğin	
Abdalmehmed m., Bursa nf., Bursa n., Bursa kz., Hudavendigar l., Anadolu vt.	Deveciler m.	
Karahisar-ı Develi kl., Karahisar-ı Develi kz., Niğde l., Karaman vt.	Develi kl.	
Seydi-Ali bin Doğan asiyabları, Şeyzer nf., Şeyzer n., Kefertab kz., Haleb l., Arab vt.	Deviddar-ı Kansu asiyabları	
Araböyüğü mz., Amik n., Amik kz., Haleb l., Arab vt.	Devletü's-Sugra mz.	
Meydan m., Şugur nf., Şugur n., Antakya kz., Haleb l., Arab vt.	Deydebe m.	
Karain mz., Cebel-i Akra n., Antakya kz., Haleb l., Arab vt.	Deyr-i Birri mz.	
Venk mz., Ziniski n., Divriği kz., Divriği l., Rum vt.	Deyr-i Gürcü mz.	
Yoğunburc mz., Berendi kz. Adana l., Çukurabad, Arab vt.	Deyr-i Marun mz.	
Karsavuran mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Deyr-i Musa mz.	
Mezere mz., Berendi kz. Adana l., Çukurabad, Arab vt.	Deyr-i Musa mz.	
Sepetlü mz., Kusayr n., Antakya kz., Haleb l., Arab vt. 422/73	Deyr-i Nercis mz.	
Kiçigedikviranı mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Deyr-i Sergiz mz.	
Karsavuran mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Deyrlop mz.	
Şam nf., Şam kz., Şam l., Arab vt.	Dımaşk	
Kamiliyye tahunu, Cebel-i Seman n., Haleb kz., Haleb l., Arab vt.	Dımaşkiyye tahunu	
Deyr-i Kubil k., Garb n., Şam l., Arab vt.	Dırasime k.	
Bablis tahunu, Salihiyye, Şam nf., Şam kz., Şam l., Arab vt.	Diam tahunu	
Denizler k., Tavşanlu n., Kütahya kz., Kütahya l., Anadolu vt.	Dibek k.	
Bazarbaşı m., Tarhanyat nf., Tarhanyat n., Menemen kz., Saruhan l. Anadolu vt.	Dibek m.	
Hatib m., Çine nf., Çine n., Çine kz., Menteşe l., Anadolu vt.	Dibek m.	
Didinidede zv., Çeşmecik k., Saidili n., Konya kz., Konya l., Karaman vt.	Didinişeyh zv.	
Diğünlü n., Kemah kz., Kemah l., Rum vt.	Diğünlü-yi Kemah	
Kadı karye, Lazkiye kz., Kütahya l., Anadolu vt.	Dik k.	
Kaydalapa k., Martakala n., Bafra kz., Canik l., Rum vt.	Dikenlice k.	
Sarıbeyli mz., Tarsus kz., Tarsus l., Çukurabad, Arab vt.	Diklice mz.	
Döğer c., Döğer k., Bayramoğlu n., Kürtün kz., Trabzon l., Rum vt.	Dikmen c.	
Dikilitaş mz., Merzuman n., Rumkale kz., Birecik l., Arab vt.	Dikmetaş mz.	
el-Berekat mz., Şeyzer n., Kefertab kz., Haleb l., Arab vt.	Dikmetaş mz.	
Avancıklar m., Ankara nf., Ankara kz., Ankara l., Anadolu vt.	Direkli m.	
Tirkemiş	Dirkemiş	
Haribetü'ş-Şimaliyye k., Kusayr n., Antakya kz., Haleb l., Arab vt.	ed-Dirkuşiyye k.	
Sevinçli k., Yorma n., Bigadiç kz., Karesi l., Anadolu vt.	Dirsekli k.	
Divrin k., Melenduz n., Niğde kz., Niğde l., Karaman vt.	Dirvin k.	
Ağca k., Nergele n., Elbistan kz., Maraş l., Zülkadriye vt.	Divanağcası k.	
Delimahmud k., Mihaliç kz., Hudavendigar l., Anadolu vt.	Divanemahmud k.	
Gülyan k., Gördos n., Gördos kz., Saruhan l. Anadolu vt.	Divdale k.	
Devletşah k., Varto n., Hınıs kz., Hınıs l., Erzurum vt.	Diyadin k.	
Ulubatac k., Peçin kz., Menteşe l., Anadolu vt.	Dizdarbatac k.	
Hüseyinşihab k., Varto n., Hınıs kz., Hınıs l., Erzurum vt.	Dodan k.	
Akçaçam md., Sinob kz., Kastamonu l., Anadolu vt.	Dodurga md.	
Yumluoğlu çf., Kütahya l., Anadolu vt.	Doğancı çf.	
İlyaslar k., Mihaliç kz., Hudavendigar l., Anadolu vt.	Doğancı k.	
Küreciler/Piridağı k., Bergama kz., Hudavendigar l., Anadolu vt.	Doğancı k.	
Sunkur k., Yenice-i Taraklu kz., Hudavendigar l., Anadolu vt.	Doğancı k.	
Karaahi m., Mihaliç nf., Mihaliç kz., Hudavendigar l., Anadolu vt.	Doğanlar m.	
Karabük mz., Yüreğir n., Adana kz., Adana l., Çukurabad, Arab vt.	Dolak mz.	
Akbayır k., Lazkiye kz., Kütahya l., Anadolu vt.	Dolayköy k.	
Tomad hamamı, Amid l., Diyarbakır vt.	Domad hamamı	
Kurucaöyük mz., Suruc n., Birecik l., Arab vt.	Donuztepesi mz.	
Kurucaöyük mz., Suruc n., Birecik l., Arab vt.	Donuztepesi mz.	
Torusu k., Anamur n., Selendi kz., İçil l., Karaman vt.	Dorusu k.	
Kavacık k., Adala n., Adala kz., Saruhan l. Anadolu vt.	Doydu k.	
Mezgeki k., Tercan-ı Süfla n., Tercan kz., Bayburd l., Rum vt.	Döğeri k.	
Sorkun mz., Dündarlu ve Bulgarlu n., Adana kz., Adana l., Çukurabad, Arab vt.	Dökenek mz.	
Mahmudca k., Silifke n., Mud kz., İçil l., Karaman vt.	Duman k.	
Karalar k., Ilgun kz., Akşehir l., Karaman vt.	Dumanlı k.	
Orhan k., Yoros kz., Kocaeli l., Anadolu vt.	Dunrul k.	
Terabine mz., Cebel-i Akra n., Antakya kz., Haleb l., Arab vt.	Durani mz.	
Sekü mz., Boyabad kz., Kastamonu l., Anadolu vt.	Durmuşyeri	
Divir k., Çirmük kz., Çirmük l., Diyarbakır vt.	Dutağacı k.	
Tutaş, Viranşehir kz., Bolu l., Anadolu vt.	Dutaş	
Dutağacı k., Mecidözü n., Turhal kz., Sivas-Tokat l., Rum vt.	Dutbağı k.	
Tilsecik mz., Telbaşir n., Ayntab l., Arab vt.	Dutluca mz.	
Geyikli mz., Yüreğir n., Adana kz., Adana l., Çukurabad, Arab vt.	Düğünüklü mz.	
Geğin k., Yengi n., Manisa kz., Saruhan l. Anadolu vt.	Dündar k.	
Kaygur mz., Sahra-yı Konya n., Konya kz., Konya l., Karaman vt.	Dündarlı mz.	
Deyr mz., Kusayr n., Antakya kz., Haleb l., Arab vt.	Düveyr/Deyr mz.	
Düveyrülbeylune k., Cebel-i Seman n., Haleb kz., Haleb l., Arab vt. 146/186	Düveyr-i Haşani k.	
Deyru'l-Habiye k., Vadi'l-Acem n., Şam l., Arab vt.	Düveyrü'l-Habiye k.	
Karalar k., Balıkesri kz., Karesi l., Anadolu vt.	Eberiler k.	
Debbağoğlu m., Kandıra nf., İznikmid kz., Kocaeli l., Anadolu vt.	Eberioğlu m.	
Sakar m., Ayntab nf., Ayntab n., Ayntab kz., Ayntab l., Arab vt.	Eblehli m.	
Karakuyu mz., Bozatlı n., Kayseriye kz., Kayseriye l., Karaman vt.	Ebremini mz.	
Başiriyye k., Kusayr n., Antakya kz., Haleb l., Arab vt.	Ebu Şirye k.	
Cil mz., Cebbul n., Haleb kz., Haleb l., Arab vt. 448	Ebu Tuduş mz.	
Ahmedbey c., Konya nf., Konya kz., Konya l., Karaman vt.	Ebulfazl c.	
Şeyhebu's-Safa zv., Meydani'l-Hasa, Şam nf., Şam kz., Şam l., Arab vt.	Ebu's-Safa zv.	
İrvenk k., Kasaba n., Malatya kz., Malatya l., Rum vt.	Ebuumran k.	
Ecem k., İshaklı kz., Akşehir l., Karaman vt.	Ecemhasanek k.	
Kurucakışlak mz., Hüseyinabad n., Zile kz., Sivas-Tokat l., Rum vt.	Ediköyük mz.	
Şahpaşa karye, Endiris n., Kiğı kz., Kiğı l., Diyarbakır vt. 451	Edircük k.	
Pınar mz., Altunözü n., Antakya kz., Haleb l., Arab vt.	Ediyye mz.	
Musaovacığı k., Sındırgı n., Bigadiç kz., Karesi l., Anadolu vt.	Efir k.	
Şeyhmehmed bin Eflahseydi zv., Aksaray kz., Aksaray l., Karaman vt.	Eflahseydioğluşeyhmehmed zv.	
Kurucak(-i diğer), Mudurnu kz., Bolu l., Anadolu vt.	Eginviranı k.	
İnal k., Boğazlıyan n., Bozok kz., Bozok l., Zülkadriye vt.	Eğribucak k.	
Eğribük mz., Adana n., Adana kz,. Adana l., Çukurabad, Arab vt.	Eğrice mz.	
Hassa mz., Serrac k., Mud kz., İçil l., Karaman vt.	Eğriyer mz.	
Etmeklüşeyh zv., Babsu k., Kuruçay n., Kemah kz., Kemah l., Rum vt.	Ekmeklüşeyh zv.	
Etmeklüşeyh zv., Kerar k., Aşağıil n., Kemah kz., Kemah l., Rum vt.	Ekmeklüşeyh zv.	
Karakilise mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Ekrek mz.	
Uzunçınar k., Berendi kz. Adana l., Çukurabad, Arab vt.	Ekrekin k.	
Nayib k., Yabanabad kz., Ankara l., Anadolu vt.	Ekremli k.	
Çerdikenli k., Lapseki kz., Biga l., Anadolu vt.	Elbeyi k.	
Köfeki mz., Develi n., Karahisar-ı Develi kz., Niğde l., Karaman vt.	Eldut mz.	
Karakuyu k., Boğazhisar n., Ayazmend kz., Karesi l., Anadolu vt.	Elekçe k.	
Danişmendli k., Ayasuluğ kz., Aydın l., Anadolu vt.	Eleki k.	
Hayrüddinli k., Larende kz., Larende l., Karaman vt.	Elginöyüğü k.	
Kalburcu-yı Köhne mz., Sudiremi n., Konya kz., Konya l., Karaman vt.	Elikesük mz.	
Oluklu k., Söğüt kz., Hudavendigar l., Anadolu vt.	Elmacık k.	
Darin k., Telbaşir n., Ayntab l., Arab vt.	Elmalı k.	
Elvanseydi k., Kalacık kz., Kengırı l., Anadolu vt.	Elmalı k.	
Sümüklü mz., Kusun kz., Tarsus l., Çukurabad, Arab vt.	Elsüzce mz.	
Derekışla k., Baltı n., Bozok kz., Bozok l., Zülkadriye vt.	Elsüzibrahim mz.	
Hacıbabaöyüğü k., İshaklı kz., Akşehir l., Karaman vt	Elvanbeyli k.	
Karaağaç k., Kayacık n., Kayacık kz., Saruhan l. Anadolu vt.	Emelcik k.	
Karıbüğdüz k., Niğde n., Niğde kz., Niğde l., Karaman vt.	Emenfakih k.	
Pirli k., Barçınlı kz., Karahisar-ı Sahib l., Anadolu vt.	Emirabidi k.	
Ribat k., Bulanık n., Hınıs kz., Hınıs l., Erzurum vt.	Emirbar k.	
Esenbey mz., Akdağ n., Bozok kz., Bozok l., Zülkadriye vt.	Emirbeykışlağı mz.	
Şeyhefendi m., Aksaray nf., Aksaray kz., Aksaray l., Karamanvt.	Emirfakih m.	
Hamzabeyli k., Menemen n., Menemen kz., Saruhan l. Anadolu vt.	Emir-i Alem k.	
Yenicami m., Muğla nf., Muğla n., Muğla kz., Menteşe l., Anadolu vt.	Emir-i Küçük m.	
Emirşah	Emirşe	
Hatib mahalle, Şeyhlü nf., Şeyhlü kz., Kütahya l., Anadolu vt.	Emlüddin m.	
Armud	Emrud	
Ovacık mz., Ayntab n., Ayntab kz., Ayntab l., Arab vt.	Engizek mz.	
Oydaş k., Adranos kz., Hudavendigar l., Anadolu vt.	Engürücük k.	
Encel karye, Tur n., Hısn-ı Keyf kz., Diyarbakır vt.	Enhel	
Tepecikağıl mz., Karahisar-ı Develi n., Karahisar-ı Develi kz., Niğde l., Karaman vt.	Enüklüağıl mz.	
Rıdvan k., Merzuman n., Rumkale kz., Birecik l., Arab vt.	Erdivan k.	
Dereköy k., Kazabad n., Tokat kz., Sivas-Tokat l., Rum vt.	Ereke k.	
Tahyadanlı çf., İznikmid kz., Kocaeli l., Anadolu vt.	Erezli çf.	
Ergiri mz., Kusun kz., Tarsus l., Çukurabad, Arab vt.	Ergirdi mz.	
Ahburnik mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Ergünlük mz.	
Samad k. Temrezler n., Mihaliç kz., Karesi l., Anadolu vt.	Erhanlı k.	
Nayibishakçiftliği k., Kandıra kz., Kocaeli l., Anadolu vt.	Erikli k.	
Tepecikağıl mz., Karahisar-ı Develi n., Karahisar-ı Develi kz., Niğde l., Karaman vt.	Erikliağıl mz.	
Arım, Canik l., Rum vt.	Erim	
Öğeçağıl mz., Karataş n., Kayseriye kz., Kayseriye l., Karaman vt.	Erkeçağıl mz.	
Küçükdüşbudak mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Erkiriz mz.	
Ermenaz k., Harim n., Harim kz., Haleb l., Arab vt.	Ermenas	
Erzurumabad n., Şogayn kz., Bayburd l., Rum vt.	Erzurum n.	
Tünkanos mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Esenceviran mz.	
Ürküt k., Sonisa kz., Sonisa-Niksar l., Rum vt.	Esenli k.	
Harmanlarmescidi m., Merzifon nf., Merzifon kz., Amasya l., Rum vt.	Eskiatbazarı m.	
Ulaşlı k., Budaközü n., Karahisar-ı Demirli kz., Çorumlu l., Rum vt.	Eskibeyçolası k.	
Yukarıkavak mz., Karahisar-ı Develi n., Karahisar-ı Develi kz., Niğde l.	Eskikavak mz.	
Beyleroğlanı k., Kızılkünbed n., Zile kz., Sivas-Tokat l.,, Rum vt.	Eskiköy k.	
Taceslimpaşahatun türbesi Aksaray kz., Aksaray l., Karaman vt.	Eslimpaşahatun türbesi	
Eğri k., Güzelhisar kz., Saruhan l. Anadolu vt.	Eşekkıran k.	
Marmaracık mz., Ulaş kz., Tarsus l., Çukurabad, Arab vt.	Eşeklikuyusu mz.	
Dikmetaş mz., Telbaşir n., Ayntab l., Arab vt.	Eşrefiye mz.	
Bezci k., Nif n., Nif kz., Saruhan l. Anadolu vt.	Etmeksüz k.	
Ulucak k., Nif n., Nif kz., Saruhan l. Anadolu vt.	Etmeksüz k.	
Siyak mz., Sis n., Sis kz., Sis l., Çukurabad, Arab vt.	Evci mz.	
Kureyşi k., Antakya n., Antakya kz., Haleb l., Arab vt.	Evciler k.	
Evlad-ı Şeyhhacıismail k., Larende kz., Larende l., Karaman vt.	Evlad-ı Hacıismail k.	
Şeyhevliya k., Hatunsarayı n., Konya kz., Konya l., Karaman vt.	Evliyalar k.	
